line,label
set shared log-settings globalprotect match-list GP_Log_Forwarding send-to-panorama no,unclear
set template iron-skillet config deviceconfig setting tcp check-timestamp-option yes,unclear
set shared profiles url-filtering Outbound-URL credential-enforcement alert real-time-detection,unclear
set shared profiles vulnerability Inbound-VP rules Default-Low-Info severity [ low informational ],unclear
set shared profiles url-filtering Exception-URL credential-enforcement log-severity high,unclear
"set log-collector-group Default_Collector_Group log-settings tunnel match-list Syslog_Tunnel_Logs description ""Syslog All Tunnel Logs""",logging_enabled:true
set profiles file-blocking Internal-FB rules Alert-All action alert,unclear
set shared profiles file-blocking Inbound-FB rules Block action block,unclear
"set shared pre-rulebase decryption rules ""NO-Decrypt URL Categories"" type ssl-forward-proxy",unclear
set deviceconfig setting session packet-buffer-protection-latency-max-tolerate 500,unclear
set panorama log-settings email Sample_Email_Profile server Sample_Email_Profile from sentfrom@yourdomain.com,unclear
set profiles file-blocking Outbound-FB rules Alert-All direction both,unclear
set profiles spyware Alert-Only-AS rules Alert-All packet-capture disable,unclear
"set rulebase decryption rules ""NO-Decrypt URL Categories"" description ""This rule does not do Decryption.  This rule is validating SSL Protocol Communications.""",unclear
set panorama log-settings email Sample_Email_Profile server Sample_Email_Profile display-name Panorama,unclear
"set device-group sample_devicegroup reports ""Hosts visit questionable sites"" topm 50",unclear
set profile-group Internal file-blocking Internal-FB,unclear
set profiles vulnerability Internal-VP rules Default-Medium-Low-Info packet-capture disable,unclear
"set template iron-skillet config shared log-settings globalprotect match-list GP_Log_Forwarding filter ""All Logs""",unclear
set profiles file-blocking Inbound-FB rules Block direction both,unclear
"set shared pre-rulebase decryption rules ""NO-Decrypt URL Categories"" destination any",unclear
set shared profiles vulnerability Internal-VP rules Block-Critical-High action reset-both,unclear
set profiles url-filtering Exception-URL log-http-hdr-user-agent yes,unclear
set shared profiles file-blocking Outbound-FB rules Block action block,unclear
set mgt-config users adminuser permissions role-based superuser yes,unclear
set profiles wildfire-analysis Internal-WF rules Forward-All direction both,unclear
"set shared report-group ""Possible Compromise"" custom-widget 7 custom-report ""Host-visit quest sites plus""",unclear
ip domain-name secure.local,unclear
set shared profiles wildfire-analysis Inbound-WF rules Forward-All file-type any,unclear
set network profiles zone-protection-profile Recommended_Zone_Protection strip-tcp-fast-open-and-data no,unclear
set log-collector-group Default_Collector_Group log-settings url match-list Syslog_URL_Logs send-syslog Sample_Syslog_Profile,logging_enabled:true
set template iron-skillet config deviceconfig setting ctd tcp-bypass-exceed-queue no,unclear
set shared profiles vulnerability Inbound-VP rules Default-Low-Info packet-capture disable,unclear
set shared profiles file-blocking Internal-FB rules Alert-All application any,unclear
set profiles file-blocking Outbound-FB rules Block direction both,unclear
"set shared pre-rulebase decryption rules ""NO-Decrypt URL Categories"" to any",unclear
set shared profile-group Outbound file-blocking Outbound-FB,unclear
set shared profiles url-filtering Exception-URL credential-enforcement mode ip-user,unclear
set shared profiles url-filtering Outbound-URL block [ Block command-and-control grayware malware phishing ransomware ],unclear
"set shared pre-rulebase decryption rules ""NO-Decrypt URL Categories"" from any",unclear
set deviceconfig setting wildfire file-size-limit pe size-limit 16,unclear
set shared profiles wildfire-analysis Outbound-WF rules Forward-All file-type any,unclear
"set shared reports ""Clients sinkholed"" type traffic sortby repeatcnt",unclear
set shared profiles vulnerability Outbound-VP rules Default-Low-Info packet-capture disable,unclear
"set shared pre-rulebase decryption rules ""NO-Decrypt URL Categories"" source any",unclear
description ACCESS-PORTS,unclear
set template iron-skillet config deviceconfig setting wildfire report-benign-file yes,unclear
set profiles vulnerability Exception-VP,unclear
set shared log-settings userid match-list User-ID_Log_Forwarding send-to-panorama no,unclear
"set shared profiles custom-url-category Allow type ""URL List""",unclear
set shared profiles spyware Inbound-AS rules Block-Critical-High-Medium severity [ high critical medium ],unclear
"set shared profiles virus Exception-AV description ""Use this profile for rules needing modifications to the standard""",unclear
"set device-group sample_devicegroup email-scheduler ""Possible Compromise"" email-profile Sample_Email_Profile",unclear
set shared profiles spyware Internal-AS rules Block-Critical-High severity [ high critical ],unclear
set template iron-skillet config deviceconfig setting management enable-log-high-dp-load yes,unclear
set template iron-skillet config deviceconfig system update-schedule global-protect-datafile recurring hourly action download-and-install,unclear
*  This computer system is the private property of the organization.  *,unclear
"set panorama log-settings system match-list Critical_System_Log_Email filter ""(severity eq critical)""",unclear
"set shared reports ""Clients sinkholed"" caption ""Clients sinkholed""",unclear
set profiles file-blocking Alert-Only-FB rules Alert-Only action alert,unclear
"set shared log-settings profiles default match-list Tunnel_Log_Forwarding filter ""All Logs""",unclear
password encryption aes,unclear
"set shared reports ""Wildfire malicious verdicts"" caption ""Wildfire malicious verdicts""",unclear
set profiles vulnerability Outbound-VP rules Block-Critical-High-Medium severity [ critical high medium ],unclear
set shared profiles vulnerability Inbound-VP rules Block-Critical-High-Medium host any,unclear
"set shared reports ""Hosts visit malicious sites"" query ""(category eq command-and-control) or (category eq hacking) or (category eq malware) or (category eq phishing) or (category eq grayware)""",unclear
set deviceconfig setting wildfire file-size-limit pdf size-limit 3072,unclear
"switchport trunk allowed vlan 10,20,35,40,50",unclear
"set shared reports ""Wildfire malicious verdicts"" type wildfire sortby repeatcnt",unclear
"set shared log-settings profiles default match-list Data_Log_Forwarding filter ""All Logs""",unclear
set shared profiles vulnerability Internal-VP rules Block-Critical-High category any,unclear
set shared profiles file-blocking Internal-FB rules Block file-type [ 7z bat chm class cpl hlp hta jar ocx pif scr torrent vbe wsf ],unclear
set shared profiles vulnerability Inbound-VP rules Block-Critical-High-Medium action reset-both,unclear
"set shared reports ""Host-visit quest sites plus"" caption ""Host-visit quest sites plus""",unclear
set template iron-skillet config deviceconfig setting wildfire file-size-limit flash size-limit 5,unclear
"set shared pre-rulebase decryption rules ""NO-Decrypt URL Categories"" source-user any",unclear
set profiles vulnerability Internal-VP rules Block-Critical-High severity [ critical high ],unclear
set deviceconfig system update-schedule threats recurring every-30-mins at 2,unclear
"set shared pre-rulebase decryption rules ""NO-Decrypt URL Categories"" category [ financial-services government health-and-medicine Custom-No-Decrypt ]",unclear
set profiles file-blocking Inbound-FB rules Alert-All action alert,unclear
set template iron-skillet config deviceconfig setting tcp bypass-exceed-oo-queue no,unclear
"set template iron-skillet config shared log-settings userid match-list User-ID_Log_Forwarding filter ""All Logs""",unclear
set shared profiles spyware Internal-AS rules Block-Critical-High action reset-both,unclear
set deviceconfig system update-schedule global-protect-clientless-vpn recurring hourly at 50,unclear
"set shared reports ""Host-visit malicious sites plus"" query ""(category eq command-and-control) or (category eq hacking) or (category eq malware) or (category eq phishing) or (category eq grayware)""",unclear
"set shared report-group ""Possible Compromise"" custom-widget 3 custom-report ""Wildfire verdicts SMTP""",unclear
set shared profiles spyware Exception-AS botnet-domains sinkhole ipv4-address sinkhole.paloaltonetworks.com,unclear
set profiles spyware Exception-AS botnet-domains lists default-paloalto-dns packet-capture disable,unclear
"set device-group sample_devicegroup report-group ""Possible Compromise"" custom-widget 6 custom-report ""Hosts visit questionable sites""",unclear
set shared profiles vulnerability Outbound-VP rules Block-Critical-High-Medium action reset-both,unclear
set shared profiles vulnerability Internal-VP rules Block-Critical-High vendor-id any,unclear
"set tag Internal comments ""Internal to Internal""",unclear
set shared profiles file-blocking Alert-Only-FB rules Alert-Only application any,unclear
"set shared reports ""Clients sinkholed"" type traffic values repeatcnt",unclear
set shared profiles wildfire-analysis Internal-WF rules Forward-All analysis public-cloud,unclear
set shared profiles virus Exception-AV decoder smb action reset-both,unclear
set profiles file-blocking Outbound-FB rules Alert-All action alert,unclear
set deviceconfig setting wildfire file-size-limit MacOSX size-limit 10,unclear
set profiles wildfire-analysis Outbound-WF rules Forward-All direction both,unclear
"set template iron-skillet config shared log-settings iptag match-list IP_Tag_Log_Forwarding filter ""All Logs""",unclear
set template iron-skillet config network profiles zone-protection-profile Recommended_Zone_Protection scan 8001 action alert,unclear
set shared profiles spyware Inbound-AS rules Default-Low-Info severity [ low informational ],unclear
set profiles url-filtering Outbound-URL credential-enforcement alert real-time-detection,unclear
set profile-group Alert-Only file-blocking Alert-Only-FB,unclear
description IDMZ,unclear
set profiles vulnerability Inbound-VP rules Default-Low-Info severity [ low informational ],unclear
set template iron-skillet config network profiles zone-protection-profile Recommended_Zone_Protection scan 8003 action alert,unclear
set shared profiles url-filtering Exception-URL credential-enforcement block [ Block Allow abortion abused-drugs adult alcohol-and-tobacco auctions business-and-economy command-and-control computer-and-internet-info content-delivery-networks copyright-infringement cryptocurrency dating dynamic-dns educational-institutions encrypted-dns entertainment-and-arts extremism financial-services gambling games government grayware hacking health-and-medicine high-risk home-and-garden hunting-and-fishing insufficient-content internet-communications-and-telephony internet-portals job-search legal low-risk malware medium-risk military motor-vehicles music newly-registered-domain news not-resolved nudity online-storage-and-backup parked peer-to-peer personal-sites-and-blogs philosophy-and-political-advocacy phishing private-ip-addresses proxy-avoidance-and-anonymizers questionable ransomware real-estate recreation-and-hobbies reference-and-research religion search-engines sex-education shareware-and-freeware shopping social-networking society sports stock-advice-and-tools streaming-media swimsuits-and-intimate-apparel training-and-tools translation travel unknown weapons web-advertisements web-based-email web-hosting ],unclear
